,bias,sentiment,pos,PosScore,NegScore,Gloss,c2
6210,"[19, 4]","[14, 2, 3, 3, 1]",a,0.375,0.5,"marked by rude or peremptory shortness; ""try to cultivate a less brusque manner""; ""a curt reply""; ""the salesgirl was very short with him""",short
6826,"[19, 4]","[14, 2, 3, 3, 1]",a,0.0,0.125,"tending to crumble or break into flakes due to a large amount of shortening; ""shortbread is a short crumbly cookie""; ""a short flaky pie crust""",short
13714,"[19, 4]","[14, 2, 3, 3, 1]",a,0.0,0.0,"(primarily spatial sense) having little length or lacking in length; ""short skirts""; ""short hair""; ""the board was a foot short""; ""a short toss""",short
13772,"[19, 4]","[14, 2, 3, 3, 1]",a,0.0,0.0,"primarily temporal sense; indicating or being or seeming to be limited in duration; ""a short life""; ""a short flight""; ""a short holiday""; ""a short story""; ""only a few short months""",short
13788,"[19, 4]","[14, 2, 3, 3, 1]",a,0.0,0.0,"of speech sounds or syllables of relatively short duration; ""the English vowel sounds in `pat', `pet', `pit', `pot', putt' are short""",short
13790,"[19, 4]","[14, 2, 3, 3, 1]",a,0.0,0.625,"not holding securities or commodities that one sells in expectation of a fall in prices; ""a short sale""; ""short in cotton""",short
18022,"[19, 4]","[14, 2, 3, 3, 1]",a,0.0,0.375,"lacking foresight or scope; ""a short view of the problem""; ""shortsighted policies""; ""shortsighted critics derided the plan""; ""myopic thinking""",short
19032,"[19, 4]","[14, 2, 3, 3, 1]",a,0.0,0.125,"(of memory) deficient in retentiveness or range; ""a short memory""",short
22602,"[19, 4]","[14, 2, 3, 3, 1]",a,0.0,0.625,"not sufficient to meet a need; ""an inadequate income""; ""a poor salary""; ""money is short""; ""on short rations""; ""food is in short supply""; ""short on experience""",short
22607,"[19, 4]","[14, 2, 3, 3, 1]",a,0.25,0.375,"less than the correct or legal or full amount often deliberately so; ""a light pound""; ""a scant cup of sugar""; ""regularly gives short weight""",short
23104,"[19, 4]","[14, 2, 3, 3, 1]",a,0.125,0.75,"low in stature; not tall; ""he was short and stocky""; ""short in stature""; ""a short smokestack""; ""a little man""",short
35998,"[1, 0]","[1, 0, 0, 0, 0]",n,0.0,0.0,the fielding position of the player on a baseball team who is stationed between second and third base,short
61630,"[1, 0]","[1, 0, 0, 0, 0]",n,0.0,0.0,underpants worn by men,short
70767,"[1, 0]","[1, 0, 0, 0, 0]",n,0.0,0.0,the location on a baseball field where the shortstop is stationed,short
70769,"[1, 0]","[1, 0, 0, 0, 0]",n,0.0,0.0,accidental contact between two points in an electric circuit that have a potential difference,short
70776,"[1, 0]","[1, 0, 0, 0, 0]",n,0.0,0.0,trousers that end at or above the knee,short
72719,"[7, 21]","[16, 3, 4, 1, 4]",n,0.0,0.0,(architecture) a statue or a human bust or an animal carved out of the top of a square pillar; originally used as a boundary marker in ancient Rome,term
86220,"[7, 21]","[16, 3, 4, 1, 4]",n,0.0,0.0,"any distinct quantity contained in a polynomial; ""the general term of an algebraic equation of the n-th degree""",term
89295,"[7, 21]","[16, 3, 4, 1, 4]",n,0.0,0.0,"a word or expression used for some particular thing; ""he learned many medical terms""",term
93208,"[7, 21]","[16, 3, 4, 1, 4]",n,0.0,0.0,"one of the substantive phrases in a logical proposition; ""the major term of a syllogism must occur twice""",term
93396,"[7, 21]","[16, 3, 4, 1, 4]",n,0.0,0.0,"(usually plural) a statement of what is required as part of an agreement; ""the contract set out the conditions of the lease""; ""the terms of the treaty were generous""",term
66441,"[27, 5]","[6, 1, 2, 3, 20]",n,0.0,0.0,"an electronic memory device; ""a memory and the CPU form the central part of a computer to which peripherals are attached""",memory
84411,"[27, 5]","[6, 1, 2, 3, 20]",n,0.125,0.0,"the power of retaining and recalling past experience; ""he had a good memory when he was younger""",memory
85397,"[27, 5]","[6, 1, 2, 3, 20]",n,0.0,0.0,"the cognitive processes whereby past experience is remembered; ""he can do it from memory""; ""he enjoyed remembering his father""",memory
86880,"[27, 5]","[6, 1, 2, 3, 20]",n,0.0,0.0,"something that is remembered; ""search as he would, the memory was lost""",memory
88145,"[27, 5]","[6, 1, 2, 3, 20]",n,0.0,0.0,"the area of cognitive psychology that studies memory processes; ""he taught a graduate course on learning and memory""",memory
76340,"[12, 37]","[37, 0, 2, 1, 9]",n,0.5,0.0,"the quality of being near to the true value; ""he was beginning to doubt the accuracy of his compass""; ""the lawyer questioned the truth of my account""",truth
85919,"[12, 37]","[37, 0, 2, 1, 9]",n,0.625,0.0,"a fact that has been verified; ""at last he knew the truth""; ""the truth is that he didn't want to do it""",truth
93001,"[12, 37]","[37, 0, 2, 1, 9]",n,0.0,0.0,"a true statement; ""he told the truth""; ""he thought of answering with the truth but he knew they wouldn't believe it""",truth
79100,"[9, 0]","[4, 3, 1, 1, 0]",n,0.0,0.0,the property possessed by a slope or surface that descends,downgrade
65106,"[1, 2]","[3, 0, 0, 0, 0]",n,0.375,0.0,any of various Chinese boats with a high poop and lugsails,junk
92591,"[3, 10]","[3, 1, 9, 0, 0]",n,0.125,0.125,"an endorsement; ""they gave us the O.K. to go ahead""",okay
61534,"[0, 1]","[0, 1, 0, 0, 0]",n,0.0,0.0,a college or university building containing living quarters for students,dorm
62836,"[8, 2]","[6, 1, 2, 0, 1]",n,0.0,0.0,"the inside lower horizontal surface (as of a room, hallway, tent, or other structure); ""they needed rugs to cover the bare floors""; ""we spread our sleeping bags on the dry floor of the tent""",floor
62837,"[8, 2]","[6, 1, 2, 0, 1]",n,0.0,0.0,"the inside lower horizontal surface (as of a room, hallway, tent, or other structure); ""they needed rugs to cover the bare floors""; ""we spread our sleeping bags on the dry floor of the tent""",floor
62841,"[8, 2]","[6, 1, 2, 0, 1]",n,0.0,0.0,"a structure consisting of a room or set of rooms at a single position along a vertical scale; ""what level is the office on?""",floor
62843,"[8, 2]","[6, 1, 2, 0, 1]",n,0.0,0.0,"a large room in a exchange where the trading is done; ""he is a floor trader""",floor
62844,"[8, 2]","[6, 1, 2, 0, 1]",n,0.0,0.0,"the legislative hall where members debate and vote and conduct other business; ""there was a motion from the floor""",floor
80045,"[8, 2]","[6, 1, 2, 0, 1]",n,0.0,0.0,"the parliamentary right to address an assembly; ""the chairman granted him the floor""",floor
92339,"[8, 2]","[6, 1, 2, 0, 1]",n,0.0,0.25,"a lower limit; ""the government established a wage floor""",floor
104844,"[8, 2]","[6, 1, 2, 0, 1]",n,0.0,0.0,"the occupants of a floor; ""the whole floor complained about the lack of heat""",floor
114905,"[8, 2]","[6, 1, 2, 0, 1]",n,0.0,0.0,the bottom surface of any lake or other body of water,floor
114906,"[8, 2]","[6, 1, 2, 0, 1]",n,0.0,0.0,"the ground on which people and animals move about; ""the fire spared the forest floor""",floor
114907,"[8, 2]","[6, 1, 2, 0, 1]",n,0.0,0.0,"the lower inside surface of any hollow structure; ""the floor of the pelvis""; ""the floor of the cave""",floor
83149,"[7, 3]","[8, 1, 0, 0, 1]",n,0.0,0.0,the male organ of copulation (`member' is a euphemism),penis
13867,"[0, 1]","[1, 0, 0, 0, 0]",a,0.375,0.125,"characterized by or producing sound of great volume or intensity; ""a group of loud children""; ""loud thunder""; ""her voice was too loud""; ""loud trombones""",loud
13929,"[0, 1]","[1, 0, 0, 0, 0]",a,0.0,0.0,"used chiefly as a direction or description in music; ""the forte passages in the composition""",loud
23181,"[0, 1]","[1, 0, 0, 0, 0]",a,0.0,0.5,"tastelessly showy; ""a flash car""; ""a flashy ring""; ""garish colors""; ""a gaudy costume""; ""loud sport shirts""; ""a meretricious yet stylish book""; ""tawdry ornaments""",loud
112685,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a former communist country in eastern Europe and northern Asia; established in 1922; included Russia and 14 other soviet socialist republics (Ukraine and Byelorussia and others); officially dissolved 31 December 1991,ussr
1600,"[13, 3]","[4, 0, 2, 0, 10]",a,0.75,0.0,"presaging or likely to bring good luck; ""a favorable time to ask for a raise""; ""lucky stars""; ""a prosperous moment to make a decision""",lucky
9956,"[13, 3]","[4, 0, 2, 0, 10]",a,0.75,0.0,"occurring by chance; ""a lucky escape""; ""a lucky guess""",lucky
14045,"[13, 3]","[4, 0, 2, 0, 10]",a,0.875,0.0,"having or bringing good fortune; ""my lucky day""; ""a lucky man""",lucky
82080,"[7, 1]","[3, 0, 0, 1, 4]",n,0.0,0.0,dark protective fluid ejected into the water by cuttlefish and other cephalopods,ink
54070,"[7, 2]","[4, 0, 0, 2, 3]",n,0.0,0.0,"any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills; ""the shark is a large fish""; ""in the living room there was a tank of colorful fish""",fish
102999,"[7, 2]","[4, 0, 0, 2, 3]",n,0.0,0.0,"the flesh of fish used as food; ""in Japan most fish is eaten raw""; ""after the scare about foot-and-mouth disease a lot of people started eating fish instead of meat""; ""they have a chef who specializes in fish""",fish
110354,"[7, 2]","[4, 0, 0, 2, 3]",n,0.0,0.0,the twelfth sign of the zodiac; the sun is in this sign from about February 19 to March 20,fish
118772,"[7, 2]","[4, 0, 0, 2, 3]",n,0.0,0.0,(astrology) a person who is born while the sun is in Pisces,fish
104000,"[3, 1]","[1, 0, 0, 0, 3]",n,0.0,0.0,rice (with raw fish) wrapped in seaweed,sushi
1887,"[19, 3]","[5, 1, 0, 2, 14]",a,0.0,0.125,"improperly forward or bold; ""don't be fresh with me""; ""impertinent of a child to lecture a grownup""; ""an impudent boy given to insulting strangers""; ""Don't get wise with me!""",fresh
4141,"[19, 3]","[5, 1, 0, 2, 14]",a,0.0,0.75,"not yet used or soiled; ""a fresh shirt""; ""a fresh sheet of paper""; ""an unused envelope""",fresh
10152,"[19, 3]","[5, 1, 0, 2, 14]",a,0.375,0.625,"recently made, produced, or harvested; ""fresh bread""; ""a fresh scent""; ""fresh lettuce""",fresh
10185,"[19, 3]","[5, 1, 0, 2, 14]",a,0.0,0.625,"not canned or otherwise preserved; ""fresh vegetables""",fresh
10220,"[19, 3]","[5, 1, 0, 2, 14]",a,0.0,0.0,"not containing or composed of salt water; ""fresh water""",fresh
12958,"[19, 3]","[5, 1, 0, 2, 14]",a,0.375,0.0,"imparting vitality and energy; ""the bracing mountain air""",fresh
15609,"[19, 3]","[5, 1, 0, 2, 14]",a,0.0,0.0,"(of a cycle) beginning or occurring again; ""a fresh start""; ""fresh ideas""",fresh
16023,"[19, 3]","[5, 1, 0, 2, 14]",a,0.375,0.125,"original and of a kind not seen before; ""the computer produced a completely novel proof of a well-known theorem""",fresh
18112,"[19, 3]","[5, 1, 0, 2, 14]",a,0.5,0.25,"free from impurities; ""clean water""; ""fresh air""",fresh
22958,"[19, 3]","[5, 1, 0, 2, 14]",a,0.0,0.75,"not soured or preserved; ""sweet milk""",fresh
23615,"[19, 3]","[5, 1, 0, 2, 14]",a,0.25,0.0,with restored energy,fresh
24753,"[19, 3]","[5, 1, 0, 2, 14]",a,0.0,0.0,"having recently calved and therefore able to give milk; ""the cow is fresh""",fresh
101906,"[0, 2]","[2, 0, 0, 0, 0]",n,0.0,0.0,meat from a domestic hog or pig,pork
30002,"[22, 7]","[14, 1, 2, 5, 7]",n,0.0,0.375,a living organism characterized by voluntary movement,animal
100495,"[38, 1]","[3, 2, 0, 1, 33]",n,0.125,0.0,emotions experienced when in a state of well-being,happiness
104590,"[21, 19]","[22, 2, 2, 5, 9]",n,0.0,0.0,(ecology) a group of interdependent organisms inhabiting the same region and interacting with each other,community
106815,"[21, 19]","[22, 2, 2, 5, 9]",n,0.0,0.0,"a group of people living in a particular local area; ""the team is drawn from all parts of the community""",community
106816,"[21, 19]","[22, 2, 2, 5, 9]",n,0.0,0.0,"a group of nations having common interests; ""they hoped to join the NATO community""",community
109328,"[21, 19]","[22, 2, 2, 5, 9]",n,0.0,0.0,a district where people live; occupied primarily by private residences,community
105425,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"the government of the Soviet Union; ""the Soviets said they wanted to increase trade with Europe""",soviet
107619,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,an elected governmental council in a communist country (especially one that is a member of the Union of Soviet Socialist Republics),soviet
28347,"[2, 1]","[2, 0, 0, 0, 1]",a,0.0,0.0,"of or relating to or characteristic of the former Soviet Union or its people; ""Soviet leaders""",soviet
5062,"[14, 23]","[32, 0, 0, 2, 3]",a,0.0,0.0,"constituting the full quantity or extent; complete; ""an entire town devastated by an earthquake""; ""gave full attention""; ""a total failure""",total
5122,"[14, 23]","[32, 0, 0, 2, 3]",a,0.0,0.0,"complete in extent or degree and in every particular; ""a full game""; ""a total eclipse""; ""a total disaster""",total
7080,"[14, 23]","[32, 0, 0, 2, 3]",a,0.0,0.25,"used of automobiles; completely demolished; ""the insurance adjuster declared the automobile totaled""",total
72119,"[2, 0]","[1, 0, 0, 0, 1]",n,0.0,0.0,the whole amount,total
86264,"[2, 0]","[1, 0, 0, 0, 1]",n,0.0,0.0,a quantity obtained by the addition of a group of numbers,total
30504,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"wrongfully seizing and holding (an office or powers) by force (especially the seizure of a throne or supreme authority); ""a succession of generals who ruled by usurpation""",usurpation
36080,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.5,entry to another's property without right or permission,usurpation
39535,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"legislation that makes something illegal; ""the criminalization of marijuana""",criminalization
106527,"[0, 6]","[6, 0, 0, 0, 0]",n,0.0,0.0,a disorderly crowd of people,mob
107009,"[0, 6]","[6, 0, 0, 0, 0]",n,0.0,0.0,"an association of criminals; ""police tried to break up the gang""; ""a pack of thieves""",mob
107030,"[0, 6]","[6, 0, 0, 0, 0]",n,0.0,0.0,a loose affiliation of gangsters in charge of organized criminal activities,mob
39561,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,domination (of a market or commodity) to the exclusion of others,monopolization
111771,"[0, 2]","[2, 0, 0, 0, 0]",n,0.0,0.0,a port city in southern Ireland; famous for glass industry,waterford
105460,"[16, 2]","[11, 0, 0, 1, 6]",n,0.0,0.0,a business firm whose articles of incorporation have been approved in some state,corp
106725,"[16, 2]","[11, 0, 0, 1, 6]",n,0.0,0.0,an army unit usually consisting of two or more divisions and their support,corp
106731,"[16, 2]","[11, 0, 0, 1, 6]",n,0.0,0.0,"a body of people associated together; ""diplomatic corps""",corp
66312,"[2, 1]","[2, 0, 0, 0, 1]",n,0.0,0.0,an engineering university in Cambridge,mit
109127,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a place (as at a frontier) where travellers are stopped for inspection and clearance,checkpoint
36792,"[1, 0]","[1, 0, 0, 0, 0]",n,0.0,0.0,the act of gripping something firmly with the hands (or the tentacles),seize
70479,"[1, 0]","[1, 0, 0, 0, 0]",n,0.0,0.0,small stuff that is used for lashing two or more ropes together,seize
91145,"[23, 6]","[14, 0, 4, 4, 7]",n,0.0,0.0,"written contract or certificate of insurance; ""you should have read the small print on your policy""",insurance
42165,"[0, 1]","[0, 0, 0, 1, 0]",n,0.0,0.0,European freshwater fish resembling the roach,rudd
9694,"[2, 3]","[4, 0, 0, 1, 0]",a,0.0,0.75,incapable of functioning as a consequence of injury or illness,disabled
10378,"[11, 2]","[3, 0, 0, 9, 1]",a,0.0,0.0,"having a useful function; ""utilitarian steel tables""",useful
24205,"[11, 2]","[3, 0, 0, 9, 1]",a,0.0,0.0,"being of use or service; ""the girl felt motherly and useful""; ""a useful job""; ""a useful member of society""",useful
58120,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"stringed instruments that are played with a bow; ""the strings played superlatively well""",string
59342,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"a necklace made by a stringing objects together; ""a string of beads""; ""a strand of pearls"";",string
61645,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"a tie consisting of a cord that goes through a seam around an opening; ""he pulled the drawstring and closed the bag""",string
71989,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a lightweight cord,string
